,official_case_id,type_of_crime,location,datetime,year_date,time,victim_sex,offender_sex,number_of_victims,number_of_offenders,homicide,hate_crime-disability,hate_crime-gender,hate_crime-gender_identity,hate_crime-religious,hate_crime-sexual_orientation,hate_crime-racial/ethnicity,verbal_abuse/verbal_assault,property_damage,drug_offenses,general_assault,sexual_assault,sexual_harassment,property_crimes,unclassified
630,1158631,"Property Damage, Arson","Gürtelstraße, Friedrichshain-Kreuzberg",2021-12-17 20:00:00,2021-12-17,20.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
631,1158244,"General Assault, Hate Crime - Religious",Treptow-Köpenick,2021-12-16 21:15:00,2021-12-16,21.15,Male,Unknown,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
632,1158229,"Property Crime, General Assault","Marienfelder Chaussee, Alt-Buckow",2021-12-16 18:00:00,2021-12-16,18.00,Female,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
633,1157784,Property Crime,Wuhletalstraße,2021-12-15 22:40:00,2021-12-15,22.40,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,1157537,"Property Crime, Theft","Holsteinische Straße, Steglitz-Zehlendorf",2021-12-15 21:20:00,2021-12-15,21.20,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,1157208,Drug Offenses,Bezirksübergreifend,,2021-12-14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
636,1157188,"Property Damage, Drug Offenses, General Assault, Verbal Abuse",Alvenslebenstraße Ecke Steinmetzstraße,2021-12-14 19:20:00,2021-12-14,19.20,Male,Male,2,6-8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
637,1157067,"Property Crime, General Assault",Helene-Weigel-Platz,2021-12-14 11:00:00,2021-12-14,11.00,Female,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
638,1157062,"Property Crimes, General Assault",Ruppiner Chaussee / Berliner Straße / Ecke Brunowstraße,2021-12-14 22:30:00,2021-12-14,22.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
639,1157059,Property Damage,"Rätikonweg, Mariendorf",2021-12-14 11:45:00,2021-12-14,11.45,Female,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640,1157052,"Property Damage, Arson","Aroser Allee, Reinickendorf",2021-12-14 21:15:00,2021-12-14,21.15,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
641,1157039,Property Damage,Landsberger Allee,2021-12-14 10:30:00,2021-12-14,10.30,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
642,1156849,"Property Damage, Verbal Abuse",Cosmarweg,2021-12-13 20:40:00,2021-12-13,20.40,Unknown,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
643,1156756,Unclassified,Berlinweit,,2021-12-13,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
644,1156520,"General Assault, Property Damage","Dolgenseestraße, Lichtenberg",2021-12-13 00:15:00,2021-12-13,00.15,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
645,1156416,"Property Damage, Public Intoxication",Denkmal für die ermordeten Juden Europas in Mitte,2021-12-12 12:30:00,2021-12-12,12.30,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
646,1156415,"Property Damage, Driving without a License","Treptow-Köpenick, Schnellerstraße, Fließstraße, Hasselwerderstraße, Hainstraße, Rudower Straße, Hartriegelstraße, Bärenlauchstraße, Oberspreestraße",2021-12-12 04:00:00,2021-12-12,04.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
647,1156413,"General Assault, Property Damage, Verbal Abuse, Theft",Görlitzer Straße / Falckensteinstraße,2021-12-12 00:50:00,2021-12-12,00.50,"Male, Female",Male,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
648,1156412,"Property Damage, Arson"," Kottbusser Tor, Friedrichshain-Kreuzberg",2021-12-12 19:00:00,2021-12-12,19.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
649,1156411,"Robbery, General Assault","Fritz-Schloß-Park, Seydlitzstraße",2021-12-12 16:30:00,2021-12-12,16.30,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
650,1156407,"General Assault, Property Crime",Frankfurter Allee,2021-12-12 02:20:00,2021-12-12,02.20,"Male, Female",Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
651,1156400,Driving Under the Influence,"Lankwitzer Straße, Kaiser-Wilhelm-Straße Ecke Seydlitzstraße, Kranoldplatz",2021-12-11 22:00:00,2021-12-11,22.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,1156399,"Property Damage, Arson","Wiebestraße, Moabit",2021-12-11 04:00:00,2021-12-11,04.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
653,1156398,"General Assault, Property Damage, Verbal Abuse, Resisting Arrest",Scharnweberstraße,2021-12-11 23:30:00,2021-12-11,23.30,Male,"Male, Female",1,"33, 36, 3 (unknown gender)",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
654,1156395,"General Assault, Property Crime","Groß-Ziethener-Chaussee, Alt-Rudow",2021-12-11 17:20:00,2021-12-11,17.20,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
655,1156393,"General Assault, Property Crimes, Verbal Abuse",Vincent-van-Gogh-Straße/Falkenberger Chaussee,2021-12-11 20:45:00,2021-12-11,20.45,Male,Male,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
656,1156392,Property Damage,Baseler Straße/Züricher Straße/Lausanner Straße Kreuzung,2021-12-11 14:50:00,2021-12-11,14.50,"Female, Male (2)",Male,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
657,1156352,Unclassified,"Kruppstraße, Mitte",,2021-12-10,Unknown,"Male, Female",Unknown,1700,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
658,1156177,"General Assault, Property Damage",Karower Chaussee,2021-12-10 01:00:00,2021-12-10,01.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
659,1156089,"Robbery, Property Crime, General Assault","Martin-Luther-Straße, Tempelhof-Schöneberg",2021-12-10 13:45:00,2021-12-10,13.45,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
660,1156080,Property Damage,Hornoer Rings,2021-12-10 15:15:00,2021-12-10,15.15,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
661,1156071,"General Assault, Verbal Abuse, Property Damage", Samariterstraße,,2021-12-10,Mitternacht,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
662,1155934,"Drug Offenses, Property Damage",bezirksübergreifend,,2021-12-09,Unknown,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
663,1155905,"Property Damage, Arson","Friedrichshain-Kreuzberg, Moritzplatz, Wassertorplatz",,2021-12-09,Unknown,Unknown,Male,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
664,1155904,"General Assault, Verbal Abuse",Holteistraße,2021-12-09 01:00:00,2021-12-09,01.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
665,1155782,"Property Damage, Hate Crime - Religious","Rotes Rathaus, Rathaus Lichtenberg, Bayerischer Platz",,2021-12-09,"15, 12",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
666,1155566,"Verbal Abuse, Hate Crime - Racial/Ethnicity",Falkenberger Chaussee,2021-12-09 16:30:00,2021-12-09,16.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,1155521,"Property Crime, General Assault",Königin-Elisabeth-Straße,2021-12-09 00:05:00,2021-12-09,00.05,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
668,1155417,"Verbal Abuse, Hate Crime - Racial/Ethnicity",Wiesbadener Straße / Laubacher Straße / Südwestkorso,2021-12-08 12:00:00,2021-12-08,12.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,1155238,Robbery,"Straße Am Schloßhof, Ortsteil Biesdorf, Marzahn-Hellersdorf",2020-12-03 17:00:00,2020-12-03,17.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,1155073,"General Assault, Property Damage, Verbal Abuse","Marienfelde, Malteserstraße/Symeonstraße",2021-12-08 21:00:00,2021-12-08,21.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
671,1155010,Property Damage,Heerstraße,2021-12-08 12:30:00,2021-12-08,12.30,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
672,1154947,Unclassified,Berlinweit,,2021-12-07,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
673,1154834,"Property Damage, Driving Under the Influence","Alt-Karow, Karow, Pankow",2021-12-07 00:30:00,2021-12-07,00.30,Female,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
674,1154829,"Drug Offenses, Property Crimes",bezirksübergreifend,,2021-12-07,Unknown,Unknown,Male,Unknown,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
675,1154695,Property Damage,Grottkauer Straße,2021-12-07 16:25:00,2021-12-07,16.25,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
676,1154645,Property Damage,Berlinweit,,2021-12-07,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
677,1154626,"Property Crime, General Assault","Smetanastraße, Gounodstraße",2021-12-07 11:20:00,2021-12-07,11.20,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
678,1154624,Property Crime,"Kaiser-Wilhelm-Straße, Lankwitz",2021-12-07 01:40:00,2021-12-07,01.40,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,1154434,"Property Damage, Drug Offenses",berlinweit,2021-12-06 00:00:00,2021-12-06,00.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
680,1154047,Homicide,"Hohenzollernring, Hakenfelde, Spandau",2021-12-06 12:30:00,2021-12-06,12.30,Female,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,1153976,"Property Damage, Verbal Abuse, General Assault"," Pankow, Ausgang Florastraße",2021-12-05 12:35:00,2021-12-05,12.35,"Female, Male",Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
682,1153959,Property Damage,"Amalienstraße, Weißensee",2021-12-04 01:10:00,2021-12-04,01.10,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
683,1153909,"General Assault, Property Damage","Engelmannweg, Reinickendorf",2021-12-03 09:45:00,2021-12-03,09.45,Male,Male,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
684,1153908,"Property Damage, Arson",Zur Alten Börse,2021-12-03 09:15:00,2021-12-03,09.15,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
685,1153622,Property Crime,Gravelottestraße,2021-12-03 18:30:00,2021-12-03,18.30,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,1153619,Robbery,"Brunnenstraße, Gesundbrunnen",2021-12-03 22:50:00,2021-12-03,22.50,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,1153431,Drug Offenses,"Simplonstraße, Friedrichshain-Kreuzberg",2021-12-02 18:30:00,2021-12-02,18.30,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
688,1153149,"Sexual Assault, Verbal Abuse",Nahmitzer Damm/ Marienfelder Allee,2021-08-12 23:40:00,2021-08-12,23.40,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
689,1153061,"Attempted Robbery, Verbal Abuse",Eichborndamm,2021-12-02 19:00:00,2021-12-02,19.00,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,1153050,"Property Crime, General Assault","Rolandstraße, Niederschönhausen, Pankow",2021-12-02 13:00:00,2021-12-02,13.00,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
691,1152823,"Bestechlichkeit, Falschbeurkundung im Amt",Berlinweit,,2021-12-01,Unknown,Unknown,"Female, Male",Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,1152594,Property Crime,Trabener Straße,2021-12-01 19:30:00,2021-12-01,19.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,1151998,Drug Offenses,"Lucy-Lameck-Straße, Neukölln",2021-11-30 18:10:00,2021-11-30,18.10,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
694,1151994,Property Damage,"Hildburghauser Straße, Marienfelde",2021-11-30 16:30:00,2021-11-30,16.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
695,1151835,"General Assault, Property Damage",Emdener Straße,2021-11-30 15:10:00,2021-11-30,15.10,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
696,1151823,"Property Crime, General Assault","Elberfelder Straße, Moabit",2021-11-30 13:40:00,2021-11-30,13.40,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
697,1151797,Property Damage,Aroser Allee,2021-11-30 16:45:00,2021-11-30,16.45,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698,1151597,"Robbery, General Assault, Verbal Abuse",Roedernallee,2021-11-29 19:30:00,2021-11-29,19.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
699,1151306,"Property Crimes, General Assault, Possession of Illegal Substances","Firlstraße, Oberschöneweide",2021-11-29 02:15:00,2021-11-29,02.15,Female,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
700,1151222,"Property Crime, Theft","Revaler Straße, Dirschauer Straße",2021-11-29 10:00:00,2021-11-29,10.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,1151192,"Property Crimes, Property Damage",Oberweißbacher Straße,2021-11-29 23:45:00,2021-11-29,23.45,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
702,1151150,"Verbal Abuse, General Assault",Alexanderplatz,2021-11-28 17:45:00,2021-11-28,17.45,Male,Male,4,4-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
703,1151132,"General Assault, Property Damage",Rosenthaler Weg,2021-11-27 00:30:00,2021-11-27,00.30,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
704,1151119,"Property Crime, Verbal Abuse",Naumburger Straße,2021-11-27 18:20:00,2021-11-27,18.20,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,1151118,Drug Offenses,"Fuldastraße, Sonnenallee",2021-11-27 15:40:00,2021-11-27,15.40,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
706,1151115,"General Assault, Property Crimes","Nollendorfplatz, Zietenstraße",2021-11-27 02:00:00,2021-11-27,02.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
707,1151113,"Property Crime, General Assault",Steglitzer Damm,,2021-11-26,Unknown,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708,1151112,"General Assault, Property Damage","Naumburger Rings,  Louis-Lewin-Straße",2021-11-27 15:15:00,2021-11-27,15.15,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
709,1150926,"Property Damage, Arson","Adlershof, Waldstraße, Friedenstraße, Dörpfeldstraße",2021-11-26 02:45:00,2021-11-26,02.45,Unknown,Male,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
710,1150894,Drug Offenses,"Landsberger Allee, Friedrichshain-Kreuzberg",2021-11-26 01:00:00,2021-11-26,01.00,Unknown,"Female, Male",Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
711,1150787,Property Crimes,Pfalzburger Straße,2021-11-26 04:00:00,2021-11-26,04.00,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
712,1150785,Property Damage,"Hultschiner Damm, Ecke Winklerstraße",2021-11-26 17:30:00,2021-11-26,17.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
713,1150382,Unclassified,Spreeweg hinter dem Spreepark in der Kiehnwerderallee,2021-08-11 06:00:00,2021-08-11,06.00,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
714,1150202,"General Assault, Property Damage, Verbal Abuse, Resisting Arrest","Elsa-Wagner- Ecke Olga-Tschechowa-Straße, Haselhorst",,2021-11-25,Mitternacht,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
715,1150196,"Property Crime, General Assault","Kirschenallee, Spandauer Damm",2021-11-25 22:00:00,2021-11-25,22.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
716,1150140,"Homicide, General Assault","BAB 115, Autobahndreieck Funkturm",,2021-11-24,Unknown,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
717,1150110,Drug Offenses,"Huttenstraße, Großbeerenstraße",2021-11-24 12:30:00,2021-11-24,12.30,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
718,1149501,Property Crime,Mariendorfer Damm,2021-11-23 05:40:00,2021-11-23,05.40,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,1149242,"Property Crime, Property Damage",Wustermarker Straße,2021-11-23 02:30:00,2021-11-23,02.30,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
720,1149230,Property Damage,"Seelenbinderstraße, Treptow-Köpenick",2021-11-23 19:30:00,2021-11-23,19.30,Unknown,Unknown,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
721,1149226,Property Damage,"Eichborndamm, Wittenau, Reinickendorf",2021-11-23 02:00:00,2021-11-23,02.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
722,1149214,"Verbal Abuse, General Assault, Hate Crime - Racial/Ethnicity","Friedrichstraße, Borsigwerke, Ernststraße",2021-11-23 22:00:00,2021-11-23,22.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
723,1149212,"Property Crimes, Theft","Nelly-Sachs-Straße, Marzahn-Hellersdorf",2021-11-23 02:25:00,2021-11-23,02.25,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
724,1148886,"General Assault, Property Damage","Lichtenberg, Haltestelle Kleingartenanlage Bielefeldt",2021-11-22 20:30:00,2021-11-22,20.30,"Male, Female",Male,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
725,1148883,"Property Damage, Driving Under the Influence",Schillstraße,2021-11-22 21:00:00,2021-11-22,21.00,"Male, Female",Male,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
726,1148828,"Verbal Abuse, General Assault",Beusselstraße,2021-11-22 00:20:00,2021-11-22,00.20,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
727,1148825,"Property Damage, Arson","Paster-Behrens-Straße, Neukölln",2021-11-22 21:10:00,2021-11-22,21.10,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
728,1148777,"General Assault, Property Crime",Frankfurter Allee Ecke Jessnerstraße,2021-11-21 03:30:00,2021-11-21,03.30,Male,Male,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
729,1148775,"General Assault, Property Crime", Alexanderplatz,2021-11-21 05:40:00,2021-11-21,05.40,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
730,1148774,Property Damage,Müggelseedamm,2021-11-21 09:10:00,2021-11-21,09.10,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
731,1148773,"Property Damage, Drug Offenses","Strahlauer Allee, Elsenbrücke Ecke Puschkinallee, Grenzallee, Stadtautobahn, Abfahrt Wexstraße, Bernhardstraße",2021-11-21 09:00:00,2021-11-21,09.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
732,1148760,Property Damage,Eichborndamm,2021-11-21 15:40:00,2021-11-21,15.40,Female,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
733,1148753,"General Assault, Property Damage", Oskar-Helene-Heim,2021-11-20 07:30:00,2021-11-20,07.30,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
734,1148752,"General Assault, Property Damage",Arnimplatz,2021-11-20 23:00:00,2021-11-20,23.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
